selection_key,method_name,action_type,feature_set,calibration,policy,target_k,tau_answer_top5,tau_answer_after_more,n_features,valid_decision_accuracy,valid_coverage,valid_selective_accuracy,valid_insufficient_answer_rate,valid_sufficient_abstain_rate,valid_abstained_insufficient_rate,valid_answered_sufficient_rate,valid_false_answer_count,valid_over_abstain_count,valid_abstained_insufficient_count,valid_answered_count,valid_retrieval_rate,valid_mean_added_docs,test_decision_accuracy,test_coverage,test_selective_accuracy,test_insufficient_answer_rate,test_sufficient_abstain_rate,test_abstained_insufficient_rate,test_answered_sufficient_rate,test_false_answer_count,test_over_abstain_count,test_abstained_insufficient_count,test_answered_count,test_retrieval_rate,test_mean_added_docs
top5/logistic_regression/v3_no_query/isotonic::balanced,top5/logistic_regression/v3_no_query/isotonic,answer_abstain_top5,v3_no_query,isotonic,balanced,5,0.5,,56,0.7851985559566786,0.44404332129963897,0.7601626016260162,0.19218241042345277,0.242914979757085,0.8078175895765473,0.757085020242915,59,60,248,246,0.0,0.0,0.7589928057553957,0.4460431654676259,0.7560483870967742,0.20508474576271185,0.28160919540229884,0.7949152542372881,0.7183908045977011,121,147,469,496,0.0,0.0
top5/logistic_regression/v3_no_query/isotonic::reliable@cov85,top5/logistic_regression/v3_no_query/isotonic,answer_abstain_top5,v3_no_query,isotonic,reliable@cov85,5,1.0,,56,0.44584837545126355,1.0,0.44584837545126355,1.0,0.0,0.0,1.0,307,0,0,554,0.0,0.0,0.4694244604316547,1.0,0.4694244604316547,1.0,0.0,0.0,1.0,590,0,0,1112,0.0,0.0
top5/logistic_regression/v3_no_query/isotonic::risk_control@suff_abstain15,top5/logistic_regression/v3_no_query/isotonic,answer_abstain_top5,v3_no_query,isotonic,risk_control@suff_abstain15,5,0.7,,56,0.7310469314079422,0.628158844765343,0.6408045977011494,0.40716612377850164,0.09716599190283401,0.5928338762214984,0.902834008097166,125,24,182,348,0.0,0.0,0.7410071942446043,0.6636690647482014,0.6585365853658537,0.4271186440677966,0.06896551724137931,0.5728813559322034,0.9310344827586207,252,36,338,738,0.0,0.0
top5/logistic_regression/v3_no_query/isotonic::high_precision@cov50,top5/logistic_regression/v3_no_query/isotonic,answer_abstain_top5,v3_no_query,isotonic,high_precision@cov50,5,0.7,,56,0.7310469314079422,0.628158844765343,0.6408045977011494,0.40716612377850164,0.09716599190283401,0.5928338762214984,0.902834008097166,125,24,182,348,0.0,0.0,0.7410071942446043,0.6636690647482014,0.6585365853658537,0.4271186440677966,0.06896551724137931,0.5728813559322034,0.9310344827586207,252,36,338,738,0.0,0.0
top5/logistic_regression/v3_all/identity::balanced,top5/logistic_regression/v3_all/identity,answer_abstain_top5,v3_all,identity,balanced,5,0.4,,68,0.796028880866426,0.36462093862815886,0.8316831683168316,0.11074918566775244,0.31983805668016196,0.8892508143322475,0.680161943319838,34,79,273,202,0.0,0.0,0.7733812949640287,0.3830935251798561,0.8169014084507042,0.13220338983050847,0.3333333333333333,0.8677966101694915,0.6666666666666666,78,174,512,426,0.0,0.0
top5/logistic_regression/v3_all/identity::reliable@cov85,top5/logistic_regression/v3_all/identity,answer_abstain_top5,v3_all,identity,reliable@cov85,5,0.95,,68,0.5523465703971119,0.8898916967509025,0.49898580121703856,0.8045602605863192,0.004048582995951417,0.19543973941368079,0.9959514170040485,247,1,60,493,0.0,0.0,0.5782374100719424,0.887589928057554,0.5268490374873354,0.7915254237288135,0.0038314176245210726,0.20847457627118643,0.9961685823754789,467,2,123,987,0.0,0.0
top5/logistic_regression/v3_all/identity::risk_control@suff_abstain15,top5/logistic_regression/v3_all/identity,answer_abstain_top5,v3_all,identity,risk_control@suff_abstain15,5,0.6,,68,0.7851985559566786,0.5306859205776173,0.717687074829932,0.2703583061889251,0.145748987854251,0.7296416938110749,0.854251012145749,83,36,224,294,0.0,0.0,0.7850719424460432,0.545863309352518,0.7331136738056013,0.2745762711864407,0.1475095785440613,0.7254237288135593,0.8524904214559387,162,77,428,607,0.0,0.0
top5/logistic_regression/v3_all/identity::high_precision@cov50,top5/logistic_regression/v3_all/identity,answer_abstain_top5,v3_all,identity,high_precision@cov50,5,0.6,,68,0.7851985559566786,0.5306859205776173,0.717687074829932,0.2703583061889251,0.145748987854251,0.7296416938110749,0.854251012145749,83,36,224,294,0.0,0.0,0.7850719424460432,0.545863309352518,0.7331136738056013,0.2745762711864407,0.1475095785440613,0.7254237288135593,0.8524904214559387,162,77,428,607,0.0,0.0
top5/logistic_regression/v3_all/platt::balanced,top5/logistic_regression/v3_all/platt,answer_abstain_top5,v3_all,platt,balanced,5,0.45,,68,0.8032490974729242,0.37906137184115524,0.8285714285714286,0.11726384364820847,0.29554655870445345,0.8827361563517915,0.7044534412955465,36,73,271,210,0.0,0.0,0.7733812949640287,0.3920863309352518,0.8096330275229358,0.14067796610169492,0.32375478927203066,0.8593220338983051,0.6762452107279694,83,169,507,436,0.0,0.0
top5/logistic_regression/v3_all/platt::reliable@cov85,top5/logistic_regression/v3_all/platt,answer_abstain_top5,v3_all,platt,reliable@cov85,5,0.95,,68,0.44584837545126355,1.0,0.44584837545126355,1.0,0.0,0.0,1.0,307,0,0,554,0.0,0.0,0.4694244604316547,1.0,0.4694244604316547,1.0,0.0,0.0,1.0,590,0,0,1112,0.0,0.0
top5/logistic_regression/v3_all/platt::risk_control@suff_abstain15,top5/logistic_regression/v3_all/platt,answer_abstain_top5,v3_all,platt,risk_control@suff_abstain15,5,0.7,,68,0.779783393501805,0.5469314079422383,0.7062706270627063,0.2899022801302932,0.13360323886639677,0.7100977198697068,0.8663967611336032,89,33,218,303,0.0,0.0,0.7742805755395683,0.5692446043165468,0.7140600315955766,0.30677966101694915,0.13409961685823754,0.6932203389830508,0.8659003831417624,181,70,409,633,0.0,0.0
top5/logistic_regression/v3_all/platt::high_precision@cov50,top5/logistic_regression/v3_all/platt,answer_abstain_top5,v3_all,platt,high_precision@cov50,5,0.65,,68,0.7888086642599278,0.5054151624548736,0.7321428571428571,0.24429967426710097,0.1700404858299595,0.755700325732899,0.8299595141700404,75,42,232,280,0.0,0.0,0.7841726618705036,0.5233812949640287,0.7422680412371134,0.2542372881355932,0.1724137931034483,0.7457627118644068,0.8275862068965517,150,90,440,582,0.0,0.0
top5/logistic_regression/v3_all/isotonic::balanced,top5/logistic_regression/v3_all/isotonic,answer_abstain_top5,v3_all,isotonic,balanced,5,0.45,,68,0.796028880866426,0.3935018050541516,0.8073394495412844,0.13680781758957655,0.2874493927125506,0.8631921824104235,0.7125506072874493,42,71,265,218,0.0,0.0,0.7814748201438849,0.4073741007194245,0.8079470198675497,0.14745762711864407,0.2988505747126437,0.8525423728813559,0.7011494252873564,87,156,503,453,0.0,0.0
top5/logistic_regression/v3_all/isotonic::reliable@cov85,top5/logistic_regression/v3_all/isotonic,answer_abstain_top5,v3_all,isotonic,reliable@cov85,5,0.95,,68,0.5577617328519856,0.8844765342960289,0.5020408163265306,0.7947882736156352,0.004048582995951417,0.20521172638436483,0.9959514170040485,244,1,63,490,0.0,0.0,0.5782374100719424,0.8839928057553957,0.5269582909460834,0.788135593220339,0.007662835249042145,0.211864406779661,0.9923371647509579,465,4,125,983,0.0,0.0
top5/logistic_regression/v3_all/isotonic::risk_control@suff_abstain15,top5/logistic_regression/v3_all/isotonic,answer_abstain_top5,v3_all,isotonic,risk_control@suff_abstain15,5,0.65,,68,0.779783393501805,0.5469314079422383,0.7062706270627063,0.2899022801302932,0.13360323886639677,0.7100977198697068,0.8663967611336032,89,33,218,303,0.0,0.0,0.7742805755395683,0.5692446043165468,0.7140600315955766,0.30677966101694915,0.13409961685823754,0.6932203389830508,0.8659003831417624,181,70,409,633,0.0,0.0
top5/logistic_regression/v3_all/isotonic::high_precision@cov50,top5/logistic_regression/v3_all/isotonic,answer_abstain_top5,v3_all,isotonic,high_precision@cov50,5,0.65,,68,0.779783393501805,0.5469314079422383,0.7062706270627063,0.2899022801302932,0.13360323886639677,0.7100977198697068,0.8663967611336032,89,33,218,303,0.0,0.0,0.7742805755395683,0.5692446043165468,0.7140600315955766,0.30677966101694915,0.13409961685823754,0.6932203389830508,0.8659003831417624,181,70,409,633,0.0,0.0
top5/logistic_regression/retrieval_quality_only/identity::balanced,top5/logistic_regression/retrieval_quality_only/identity,answer_abstain_top5,retrieval_quality_only,identity,balanced,5,0.5,,30,0.7635379061371841,0.45126353790613716,0.732,0.2182410423452769,0.2591093117408907,0.7817589576547231,0.7408906882591093,67,64,240,250,0.0,0.0,0.7302158273381295,0.460431654676259,0.716796875,0.2457627118644068,0.29693486590038315,0.7542372881355932,0.7030651340996169,145,155,445,512,0.0,0.0
top5/logistic_regression/retrieval_quality_only/identity::reliable@cov85,top5/logistic_regression/retrieval_quality_only/identity,answer_abstain_top5,retrieval_quality_only,identity,reliable@cov85,5,0.9,,30,0.5505415162454874,0.8844765342960289,0.49795918367346936,0.8013029315960912,0.012145748987854251,0.1986970684039088,0.9878542510121457,246,3,61,490,0.0,0.0,0.5908273381294964,0.8767985611510791,0.5343589743589744,0.7694915254237288,0.0019157088122605363,0.2305084745762712,0.9980842911877394,454,1,136,975,0.0,0.0
top5/logistic_regression/retrieval_quality_only/identity::risk_control@suff_abstain15,top5/logistic_regression/retrieval_quality_only/identity,answer_abstain_top5,retrieval_quality_only,identity,risk_control@suff_abstain15,5,0.65,,30,0.720216606498195,0.6028880866425993,0.6377245508982036,0.3941368078175896,0.13765182186234817,0.6058631921824105,0.8623481781376519,121,34,186,334,0.0,0.0,0.710431654676259,0.6330935251798561,0.6420454545454546,0.4271186440677966,0.13409961685823754,0.5728813559322034,0.8659003831417624,252,70,338,704,0.0,0.0
top5/logistic_regression/retrieval_quality_only/identity::high_precision@cov50,top5/logistic_regression/retrieval_quality_only/identity,answer_abstain_top5,retrieval_quality_only,identity,high_precision@cov50,5,0.55,,30,0.7472924187725631,0.5216606498194946,0.6851211072664359,0.2964169381107492,0.19838056680161945,0.7035830618892508,0.8016194331983806,91,49,216,289,0.0,0.0,0.7320143884892086,0.5179856115107914,0.6944444444444444,0.2983050847457627,0.23371647509578544,0.7016949152542373,0.7662835249042146,176,122,414,576,0.0,0.0
top5/logistic_regression/retrieval_quality_only/platt::balanced,top5/logistic_regression/retrieval_quality_only/platt,answer_abstain_top5,retrieval_quality_only,platt,balanced,5,0.55,,30,0.7653429602888087,0.44945848375451264,0.7349397590361446,0.21498371335504887,0.2591093117408907,0.7850162866449512,0.7408906882591093,66,64,241,249,0.0,0.0,0.7320143884892086,0.45323741007194246,0.7222222222222222,0.23728813559322035,0.30268199233716475,0.7627118644067796,0.6973180076628352,140,158,450,504,0.0,0.0
top5/logistic_regression/retrieval_quality_only/platt::reliable@cov85,top5/logistic_regression/retrieval_quality_only/platt,answer_abstain_top5,retrieval_quality_only,platt,reliable@cov85,5,0.9,,30,0.5090252707581228,0.9368231046931408,0.47591522157996147,0.8859934853420195,0.0,0.11400651465798045,1.0,272,0,35,519,0.0,0.0,0.5359712230215827,0.9316546762589928,0.502895752895753,0.8728813559322034,0.0019157088122605363,0.1271186440677966,0.9980842911877394,515,1,75,1036,0.0,0.0
top5/logistic_regression/retrieval_quality_only/platt::risk_control@suff_abstain15,top5/logistic_regression/retrieval_quality_only/platt,answer_abstain_top5,retrieval_quality_only,platt,risk_control@suff_abstain15,5,0.7,,30,0.720216606498195,0.5992779783393501,0.6385542168674698,0.39087947882736157,0.1417004048582996,0.6091205211726385,0.8582995951417004,120,35,187,332,0.0,0.0,0.7131294964028777,0.6232014388489209,0.6464646464646465,0.4152542372881356,0.1417624521072797,0.5847457627118644,0.8582375478927203,245,74,345,693,0.0,0.0
top5/logistic_regression/retrieval_quality_only/platt::high_precision@cov50,top5/logistic_regression/retrieval_quality_only/platt,answer_abstain_top5,retrieval_quality_only,platt,high_precision@cov50,5,0.6,,30,0.7436823104693141,0.5072202166064982,0.6868327402135231,0.28664495114006516,0.21862348178137653,0.7133550488599348,0.7813765182186235,88,54,219,281,0.0,0.0,0.7284172661870504,0.5053956834532374,0.6957295373665481,0.28983050847457625,0.2509578544061303,0.7101694915254237,0.7490421455938697,171,131,419,562,0.0,0.0
top5/logistic_regression/retrieval_quality_only/isotonic::balanced,top5/logistic_regression/retrieval_quality_only/isotonic,answer_abstain_top5,retrieval_quality_only,isotonic,balanced,5,0.45,,30,0.7671480144404332,0.4187725631768953,0.7543103448275862,0.18566775244299674,0.291497975708502,0.8143322475570033,0.708502024291498,57,72,250,232,0.0,0.0,0.7338129496402878,0.4262589928057554,0.7383966244725738,0.21016949152542372,0.32950191570881227,0.7898305084745763,0.6704980842911877,124,172,466,474,0.0,0.0
top5/logistic_regression/retrieval_quality_only/isotonic::reliable@cov85,top5/logistic_regression/retrieval_quality_only/isotonic,answer_abstain_top5,retrieval_quality_only,isotonic,reliable@cov85,5,0.95,,30,0.5433212996389891,0.8916967509025271,0.4939271255060729,0.8143322475570033,0.012145748987854251,0.18566775244299674,0.9878542510121457,250,3,57,494,0.0,0.0,0.585431654676259,0.8821942446043165,0.5310907237512742,0.7796610169491526,0.0019157088122605363,0.22033898305084745,0.9980842911877394,460,1,130,981,0.0,0.0
top5/logistic_regression/retrieval_quality_only/isotonic::risk_control@suff_abstain15,top5/logistic_regression/retrieval_quality_only/isotonic,answer_abstain_top5,retrieval_quality_only,isotonic,risk_control@suff_abstain15,5,0.7,,30,0.6967509025270758,0.6516245487364621,0.6094182825484764,0.4592833876221498,0.10931174089068826,0.5407166123778502,0.8906882591093117,141,27,166,361,0.0,0.0,0.6942446043165468,0.685251798561151,0.6194225721784777,0.4915254237288136,0.09578544061302682,0.5084745762711864,0.9042145593869731,290,50,300,762,0.0,0.0
top5/logistic_regression/retrieval_quality_only/isotonic::high_precision@cov50,top5/logistic_regression/retrieval_quality_only/isotonic,answer_abstain_top5,retrieval_quality_only,isotonic,high_precision@cov50,5,0.7,,30,0.6967509025270758,0.6516245487364621,0.6094182825484764,0.4592833876221498,0.10931174089068826,0.5407166123778502,0.8906882591093117,141,27,166,361,0.0,0.0,0.6942446043165468,0.685251798561151,0.6194225721784777,0.4915254237288136,0.09578544061302682,0.5084745762711864,0.9042145593869731,290,50,300,762,0.0,0.0
top5/logistic_regression/embedding_score_only/identity::balanced,top5/logistic_regression/embedding_score_only/identity,answer_abstain_top5,embedding_score_only,identity,balanced,5,0.6,,5,0.6732851985559567,0.6570397111913358,0.5906593406593407,0.48534201954397393,0.12955465587044535,0.5146579804560261,0.8704453441295547,149,32,158,364,0.0,0.0,0.6357913669064749,0.6717625899280576,0.5783132530120482,0.5338983050847458,0.1724137931034483,0.4661016949152542,0.8275862068965517,315,90,275,747,0.0,0.0
top5/logistic_regression/embedding_score_only/identity::reliable@cov85,top5/logistic_regression/embedding_score_only/identity,answer_abstain_top5,embedding_score_only,identity,reliable@cov85,5,0.75,,5,0.5433212996389891,0.8772563176895307,0.49382716049382713,0.8013029315960912,0.02834008097165992,0.1986970684039088,0.97165991902834,246,7,61,486,0.0,0.0,0.552158273381295,0.908273381294964,0.5118811881188119,0.8355932203389831,0.009578544061302681,0.16440677966101694,0.9904214559386973,493,5,97,1010,0.0,0.0
top5/logistic_regression/embedding_score_only/identity::risk_control@suff_abstain15,top5/logistic_regression/embedding_score_only/identity,answer_abstain_top5,embedding_score_only,identity,risk_control@suff_abstain15,5,0.6,,5,0.6732851985559567,0.6570397111913358,0.5906593406593407,0.48534201954397393,0.12955465587044535,0.5146579804560261,0.8704453441295547,149,32,158,364,0.0,0.0,0.6357913669064749,0.6717625899280576,0.5783132530120482,0.5338983050847458,0.1724137931034483,0.4661016949152542,0.8275862068965517,315,90,275,747,0.0,0.0
top5/logistic_regression/embedding_score_only/identity::high_precision@cov50,top5/logistic_regression/embedding_score_only/identity,answer_abstain_top5,embedding_score_only,identity,high_precision@cov50,5,0.55,,5,0.6570397111913358,0.5216606498194946,0.5986159169550173,0.3778501628664495,0.29959514170040485,0.6221498371335505,0.7004048582995951,116,74,191,289,0.0,0.0,0.6366906474820144,0.5431654676258992,0.597682119205298,0.411864406779661,0.30842911877394635,0.588135593220339,0.6915708812260536,243,161,347,604,0.0,0.0
top5/logistic_regression/embedding_score_only/platt::balanced,top5/logistic_regression/embedding_score_only/platt,answer_abstain_top5,embedding_score_only,platt,balanced,5,0.55,,5,0.6696750902527075,0.4151624548736462,0.6391304347826087,0.2703583061889251,0.4048582995951417,0.7296416938110749,0.5951417004048583,83,100,224,230,0.0,0.0,0.6312949640287769,0.45143884892086333,0.6115537848605578,0.3305084745762712,0.4118773946360153,0.6694915254237288,0.5881226053639846,195,215,395,502,0.0,0.0
top5/logistic_regression/embedding_score_only/platt::reliable@cov85,top5/logistic_regression/embedding_score_only/platt,answer_abstain_top5,embedding_score_only,platt,reliable@cov85,5,0.75,,5,0.5613718411552346,0.8592057761732852,0.5042016806722689,0.7687296416938111,0.02834008097165992,0.23127035830618892,0.97165991902834,236,7,71,476,0.0,0.0,0.5692446043165468,0.8893884892086331,0.5217391304347826,0.8016949152542373,0.011494252873563218,0.19830508474576272,0.9885057471264368,473,6,117,989,0.0,0.0
top5/logistic_regression/embedding_score_only/platt::risk_control@suff_abstain15,top5/logistic_regression/embedding_score_only/platt,answer_abstain_top5,embedding_score_only,platt,risk_control@suff_abstain15,5,0.65,,5,0.6570397111913358,0.6841155234657039,0.575197889182058,0.5244299674267101,0.11740890688259109,0.4755700325732899,0.8825910931174089,161,29,146,379,0.0,0.0,0.6384892086330936,0.710431654676259,0.5759493670886076,0.5677966101694916,0.12835249042145594,0.4322033898305085,0.8716475095785441,335,67,255,790,0.0,0.0
top5/logistic_regression/embedding_score_only/platt::high_precision@cov50,top5/logistic_regression/embedding_score_only/platt,answer_abstain_top5,embedding_score_only,platt,high_precision@cov50,5,0.6,,5,0.6678700361010831,0.5613718411552346,0.6012861736334405,0.40390879478827363,0.242914979757085,0.5960912052117264,0.757085020242915,124,60,183,311,0.0,0.0,0.6402877697841727,0.5809352517985612,0.5944272445820433,0.4440677966101695,0.26436781609195403,0.5559322033898305,0.735632183908046,262,138,328,646,0.0,0.0
top5/logistic_regression/embedding_score_only/isotonic::balanced,top5/logistic_regression/embedding_score_only/isotonic,answer_abstain_top5,embedding_score_only,isotonic,balanced,5,0.55,,5,0.6678700361010831,0.5613718411552346,0.6012861736334405,0.40390879478827363,0.242914979757085,0.5960912052117264,0.757085020242915,124,60,183,311,0.0,0.0,0.6411870503597122,0.5800359712230215,0.5953488372093023,0.4423728813559322,0.26436781609195403,0.5576271186440678,0.735632183908046,261,138,329,645,0.0,0.0
top5/logistic_regression/embedding_score_only/isotonic::reliable@cov85,top5/logistic_regression/embedding_score_only/isotonic,answer_abstain_top5,embedding_score_only,isotonic,reliable@cov85,5,0.95,,5,0.4855595667870036,0.9530685920577617,0.4640151515151515,0.9218241042345277,0.008097165991902834,0.0781758957654723,0.9919028340080972,283,2,24,528,0.0,0.0,0.5107913669064749,0.9514388489208633,0.4896030245746692,0.9152542372881356,0.007662835249042145,0.0847457627118644,0.9923371647509579,540,4,50,1058,0.0,0.0
top5/logistic_regression/embedding_score_only/isotonic::risk_control@suff_abstain15,top5/logistic_regression/embedding_score_only/isotonic,answer_abstain_top5,embedding_score_only,isotonic,risk_control@suff_abstain15,5,0.6,,5,0.6606498194945848,0.6732851985559567,0.579088471849866,0.511400651465798,0.12550607287449392,0.48859934853420195,0.8744939271255061,157,31,150,373,0.0,0.0,0.6348920863309353,0.6888489208633094,0.5757180156657964,0.5508474576271186,0.15517241379310345,0.4491525423728814,0.8448275862068966,325,81,265,766,0.0,0.0
top5/logistic_regression/embedding_score_only/isotonic::high_precision@cov50,top5/logistic_regression/embedding_score_only/isotonic,answer_abstain_top5,embedding_score_only,isotonic,high_precision@cov50,5,0.55,,5,0.6678700361010831,0.5613718411552346,0.6012861736334405,0.40390879478827363,0.242914979757085,0.5960912052117264,0.757085020242915,124,60,183,311,0.0,0.0,0.6411870503597122,0.5800359712230215,0.5953488372093023,0.4423728813559322,0.26436781609195403,0.5576271186440678,0.735632183908046,261,138,329,645,0.0,0.0
top10/logistic_regression/v3_no_query/identity::retrieve_more_balanced,top10/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more_balanced,10,0.1,0.45,56,0.8212996389891697,0.6660649819494585,0.8373983739837398,0.2912621359223301,0.11206896551724138,0.7087378640776699,0.8879310344827587,60,39,146,369,0.9061371841155235,4.530685920577618,0.7949640287769785,0.6816546762589928,0.8337730870712401,0.3333333333333333,0.13896457765667575,0.6666666666666666,0.8610354223433242,126,102,252,758,0.9118705035971223,4.559352517985611
top10/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top10/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more@cov85,10,0.1,0.75,56,0.7454873646209387,0.8501805054151624,0.7197452229299363,0.6407766990291263,0.02586206896551724,0.3592233009708738,0.9741379310344828,132,9,74,471,0.9061371841155235,4.530685920577618,0.7697841726618705,0.8597122302158273,0.75,0.6322751322751323,0.02316076294277929,0.36772486772486773,0.9768392370572208,239,17,139,956,0.9118705035971223,4.559352517985611
top10/logistic_regression/v3_no_query/identity::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more_risk_control@suff_abstain15,10,0.1,0.4,56,0.8158844765342961,0.6245487364620939,0.8554913294797688,0.24271844660194175,0.14942528735632185,0.7572815533980582,0.8505747126436781,50,52,156,346,0.9061371841155235,4.530685920577618,0.7859712230215827,0.6420863309352518,0.8473389355742297,0.28835978835978837,0.17574931880108993,0.7116402116402116,0.8242506811989101,109,129,269,714,0.9118705035971223,4.559352517985611
top10/logistic_regression/v3_no_query/identity::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more_high_precision@cov50,10,0.1,0.3,56,0.7617328519855595,0.5270758122743683,0.8698630136986302,0.18446601941747573,0.27011494252873564,0.8155339805825242,0.7298850574712644,38,94,168,292,0.9061371841155235,4.530685920577618,0.7607913669064749,0.5575539568345323,0.8774193548387097,0.20105820105820105,0.25885558583106266,0.798941798941799,0.7411444141689373,76,190,302,620,0.9118705035971223,4.559352517985611
