cache_key,text_key,text_type,occurrence_count,estimated_embedding_tokens,example_title,example_original_ids,splits
e121f97f2c36508a86ffa8742c593cb9424c8c5cc67dd300fbb4696efc073fe2,c82c916cc418b8fed607da5d6e80a51bfc706df0491ea9601cb98b1777fb7115,doc,217,101,Association football,5a7109e95542994082a3e4fa || 5a7133fa5542994082a3e660 || 5a721dfd55429971e9dc928b,test:28 || train:157 || valid:32
319eb6578e7bcd3b7c3a496abecc2e28e28a18fdb8279f992e297154613d3e09,2840054c69cc1fbabb23b0e743918e660898331cf404b2073a0bf9eacb131005,doc,61,142,Flowering plant,5a77d65055429949eeb29f7b || 5a836ce55542993344746012 || 5a85f2f55542997b5ce40036,test:6 || train:44 || valid:11
3079ed93ea0164bfcb858c9a7c6ff0cf052f6ccc32e802562484f944d0752664,36690f9b04fec4bae4e57d5168124e7a47df3366b0c52daf573cb4374980111a,doc,60,210,Los Angeles,5a7130365542994082a3e645 || 5a72125055429971e9dc9241 || 5a73977d554299623ed4ac08,test:8 || train:46 || valid:6
3044fcea3b7e5934ebefa92d70df63e119d1afe87ee80b64dc7c0b727d59f720,85b8c7c3ccdf590d7637404c632c70a11576894be629019964f75a98dc68bf68,doc,60,67,College football,5a73bddb55429978a71e909d || 5a73cf5e55429978a71e909f || 5a770bb855429937353601b5,test:6 || train:45 || valid:9
5503b65b24c3582d11bb7ff179201d9c7d70381a948ea021a6cbb0b57904861a,108141ee592e97abc0fa5cba11fb6d9b2fdc53f7a2f75445a86368d45383bea3,doc,59,102,Film producer,5a71095e5542994082a3e4f3 || 5a74f3f55542993748c8974b || 5a7744e45542993569682d37,test:8 || train:44 || valid:7
1f06a9876fa5fea5186039ec200452d4b8cac6fb36114be8af7fb1b4ac6b55dd,6dfc079b195c5c9e7dd323dfa6f048beb531c178e04e7f4bb6f40932ffbbe097,doc,56,124,Mexico,5a7115475542994082a3e56d || 5a74670855429929fddd840d || 5a74ae6a55429916b01641c9,test:6 || train:43 || valid:7
ad475ee8d1ca33eb5c173f59345b350fc529c006c8014a2c4d30bf6defdeeff1,7169329d23f945b641726e482ddb90441a0415021c5f72c31da103bc47e8db1c,doc,55,220,Soviet Union,5a712fca5542994082a3e641 || 5a717d4c5542994082a3e854 || 5a73266d5542994cef4bc47d,test:10 || train:40 || valid:5
15ca962e0d8a1bfc6a57f9ea0c30dc84bae3bc9e520961254370a9b879808601,7f58775028d533fb2c311bb95bb522fa67adb2b2f3eb6c2c21e409a168530a37,doc,55,63,Country music,5a72334755429971e9dc934c || 5a73984355429908901be307 || 5a76538d5542992db9473764,test:5 || train:36 || valid:14
869f71b2adadcbb71a5d14e595122fcf426f29419711407f98cc5ba99d07d0cb,8df7b152ab04f4a30235d196595c880ed7c4647896c956665c8f9171ebbaf8e9,doc,55,75,Japan,5a7280925542991f9a20c4a1 || 5a7507455542993748c8979d || 5a7553a95542996c70cfaedf,test:6 || train:43 || valid:6
916582b3984dd3fe696bce0ec82883087e7919eed452e0616bfec3e933ec4759,d91bb98d4ce76f3ec7809e076ea97b46a4eed5878892b475f5687c3d46371f77,doc,55,130,Tennis,5a712fca5542994082a3e641 || 5a7269fa5542992359bc308d || 5a7363465542991f29ee2dd5,test:16 || train:31 || valid:8
859a22d4997f157f146d2b77938086e94edbf7f11dd7b8cf6ff80332dc6af218,d87f7fb75af31da7a97a8d3bc60027408344b0ecd4112570fb69e6ddad2aa5c9,doc,53,127,Composer,5a7148005542994082a3e759 || 5a74760b55429974ef308c03 || 5a74ae6a55429916b01641c9,test:11 || train:39 || valid:3
9749ff68f52a3b440210d990394e3a67b99fad0868af5ca97fb94ea76da27195,3792d690ee046ecf780570c0c36753ab208328b897c208a6bf161862fc4061f9,doc,52,130,Species,5a727a635542994cef4bc2c9 || 5a836ce55542993344746012 || 5a8563c05542997b5ce3fff4,test:7 || train:32 || valid:13
061f60f57f80cc1c5dc6d3b1a98728185d6602aa0c3f33bb3aeeb9f423237a0e,b1c92832f76f0f313ee1ea75a1318db55b87e83e46a8cd9604f12cd5d5abe6b6,doc,51,125,2010 United States Census,5a71148b5542994082a3e567 || 5a7243915542990c210a4086 || 5a75eca555429976ec32bca8,test:13 || train:33 || valid:5
ad97679393e86bd1d44398aa406c44c1d9c6ddb6419c4dfb776c93bf626338b9,5daa2e741153946ca314cf3f72505f2b52ceb9a8e06ddc4ed52271bda1bc91ba,doc,50,146,Russia,5a7281075542994cef4bc2e9 || 5a7319bc5542992359bc3235 || 5a735c3a55429901807daff7,test:10 || train:34 || valid:6
c10da5b1faa4c027830bb6a0388ea6779c72089698ec58537a39928ac1386d4a,bec4fd05581eaab4f5b6f4d2f47880b7588fdb95b5b471845b37e83df0c9a881,doc,50,138,Science fiction,5a719bf25542994082a3e891 || 5a7542425542996c70cfaecc || 5a77519c55429972597f14fa,test:8 || train:34 || valid:8
c34b5c4d234c07509d2e62c4688105265ae77d8857a776e90db4a42f19ea3a49,ec189578b3a68b301ce1ed30daa7d10035ea3b592d03a28bd2ba9d1a5b8e17fa,doc,50,110,Scotland,5a7148005542994082a3e759 || 5a72125055429971e9dc9241 || 5a7a0e1e5542990783324e1a,test:11 || train:33 || valid:6
c308b8ff664ccbcfe91abf61311a4f976d1df34b9eab618b3799a8b3ee092d19,6f4829fe4afc15c4076241f2aa113a82138cfa2e60b674b1a5657323f8f4bb01,doc,49,171,Argentina,5a7312675542994cef4bc43d || 5a752fb75542993748c897df || 5a7760165542993569682d74,test:9 || train:32 || valid:8
e70ea4bf9e4cce5be588e3faab89d8274cdd1589daaa020b5280086ab83802ca,04676b1540b66713447894807551908910fe7fe50f1c9b26d137d02cb226cb12,doc,48,129,Fox Broadcasting Company,5a75a0725542992d0ec05fc9 || 5a7750a155429966f1a36cef || 5a7b895c5542997c3ec97206,test:10 || train:35 || valid:3
b062d7b3063b472ddeb9f0d12bcf860b4116d8fcdf8dab43d37966e8140832f9,74f28696f95666a42e3e77604047b5606d7fba608276eba7c1235b29d6543bda,doc,48,51,Billboard Hot 100,5a722b8655429971e9dc9329 || 5a753c8c55429916b01642ab || 5a7758895542994aec3b729c,test:6 || train:30 || valid:12
4135a6571799ad96f3003a0ae83045c06977a3564ab9af180b054ef573b0622c,8f833f2048d20533bd9e7d453d984504a0995db4d529b35dea0f23bae15c75e3,doc,48,103,American Broadcasting Company,5a72a9ac5542991f9a20c55f || 5a73250a5542991f9a20c643 || 5a7326cd5542991f29ee2d11,test:9 || train:33 || valid:6
683c1a3d9dba2b894ef8579490faafe511ed9d9e0ccd45e77b9a8214e93e7528,adbc488142c79a37469c6d448eeee712dd606416898d5bb0ef7960b64ec990c1,doc,48,120,Album,5a7652785542992db9473760 || 5a7a2be25542996a35c17118 || 5a7b2c9155429927d897bf51,test:7 || train:31 || valid:10
d4020fb12bd4c590c7653ca4a7ba2038a68c980821f73309b0ce4ddab819dcc9,deb8ffec5b293eec5763aadde8fdfd534c10a6c3359fa9b3fae7565fcaca7ee7,doc,48,175,Europe,5a70f4c45542994082a3e437 || 5a7345185542992359bc32cb || 5a739b1955429978a71e9044,test:8 || train:33 || valid:7
ada3566231cd006ecca7d5cbaf263be9cb3d1a6821b38c3e6fa0e78b99045b59,18ebb1c17c37d94b180c595078e83d20e4e311b61afa7ab149818dad9630629b,doc,47,46,Film,5a727a635542994cef4bc2c9 || 5a7280925542991f9a20c4a1 || 5a73cad5554299623ed4ac5e,test:4 || train:31 || valid:12
e81ea7d8a949e0fe3145e8a231e66db810a91d093bc646d877d7e794754e0201,3510f6f17f75d04b1bda217eab1cd33e9f7b3fa36ed30a239d29b272b25d99b3,doc,47,97,Horror film,5a72bb045542994cef4bc3e4 || 5a749af055429979e28829b7 || 5a78eea555429970f5fffddf,test:3 || train:36 || valid:8
b6179d801476eb6f54d9c2b53c921ae55c956a80b999ba42761b506f14ee5a96,8484a484e3bf295054af9d422adf0f16d5eb3374045be75262cbc38625861265,doc,47,150,Compilation album,5a72908f5542994cef4bc33b || 5a747a3755429974ef308c09 || 5a7797175542992a6e59df10,test:6 || train:35 || valid:6
c8627ee44ce03799e7bbc2c9742ee30dd9c97f5f91f360a38968249402a99abe,3e2d1d8cd57f1400b204aaff8a1a683a990a7e3a1828f04f974b34dac93430e6,doc,46,220,Nevada,5a72a51355429901807daf21 || 5a72c6565542992359bc31a7 || 5a72f45a5542992359bc31e6,test:4 || train:33 || valid:9
004b193ee29bbbd80d032c5266c899003cd3a8acf9e8b501fb2f2851dc7b1255,477540f4fa0e332dc6fdcbbd634e970283a662843652952ad2b429f6e1ccef49,doc,46,80,Democratic Party (United States),5a7b63eb55429931da12ca7e || 5a7c784055429907fabeef98 || 5a7cc9db55429907fabef036,test:5 || train:36 || valid:5
eb6edc2b51dd13776566619a7a6a85aa91ebbc94445e22835af7eeb23b4d7ea5,4dd404b34c0153e4f3dc7b8ef674306bcd554291ac94c8e50ccadd1a6f9ba70c,doc,46,116,Republican Party (United States),5a716dc15542994082a3e82b || 5a75e814554299109176e5c7 || 5a77846f5542995d83181187,test:11 || train:30 || valid:5
97e24fa1532ce9004c924f52a155c47ceb7c906a0d1e9d9e4733634da07f2cc7,31e16f02a31b8b47d5f3a62d66adee887b3930bd674289b00cefb12d44706629,doc,45,97,Heavy metal music,5a74701655429979e2882952 || 5a78c69e55429974737f787c || 5a78f753554299078472776e,test:7 || train:32 || valid:6
b58563ef6b6c9c1ad588a8a10f758d052f4a521029bdcf31d08c38ef1509d4d2,2ca0de46acf06f0af58412635bb63d722ca7f33ee3c0ff42768b5665047724c7,doc,44,134,Billboard (magazine),5a72334755429971e9dc934c || 5a7768cb5542993569682d88 || 5a7a4ca955429941d65f25a3,test:5 || train:30 || valid:9
d9fdafb3e815cd3c0bdb7d53c70bf423d78b0045579a3645f88d076c98608828,60ad1cdd0bb0dc1905a7b0116c9dbac2e40648518515679c4b3e2ccf210cc0b9,doc,44,104,Sitcom,5a75a0725542992d0ec05fc9 || 5a7dab795542990b8f503a22 || 5a81a2e25542990a1d231e32,test:11 || train:31 || valid:2
49e6eec645248fe25892ce8c492cc55d443cf10cbbe2fb6633bbf5275f87ff41,c735b147dc30de7833a05347e6ba79f1c60ec3a64476ba92f58b3626e0759bc4,doc,44,58,Location identifier,5a83f07455429933447460be || 5a87c0945542996e4f30890b || 5a87ef2f55429938390d3eb9,test:15 || train:28 || valid:1
7e938dfeaf449e889b08599d568ae5a9f196798deb671831522b4d659df277c2,dc42d1cf44ddaeb8196dc0989e0de10a3b52b3bff6c515cde37d3519e3c4e220,doc,44,54,Canadians,5a7140585542994082a3e6fa || 5a72f0e25542991f9a20c5cf || 5a7560585542992d0ec05f76,test:3 || train:33 || valid:8
233c309dc5e321edcbfefde3f8cecb2f19ef9a9f85fb5e7fccac62102d4751ea,7b31ffa6873699a837c8ea04d555737e74d47da488d2f289dfe7d536caa07015,doc,43,103,Video game,5a7180205542994082a3e856 || 5a7280105542994cef4bc2e4 || 5a7613c15542994ccc9186bf,test:5 || train:35 || valid:3
a38feb04a303e92c7d74fd0e0890ec553e79ea81bcbe584a8be2ddf0bf92f085,0efea5310eb9f1a771328ca1b3679512a20f07491dbe3022fb7c5e92ea303050,doc,42,73,Libretto,5a7385c45542992d56e7e359 || 5a74bc1555429929fddd84dd || 5a7730f255429972597f148c,test:7 || train:32 || valid:3
4ad56cdf091e17a9d70964dd7d05a8812f0858610ec7a35a3eee6eb333f04e48,540436d6fd69ab1d8c143d298e2847aacabb45d0571074175a316f5760c2da9c,doc,42,78,Television,5a7180205542994082a3e856 || 5a72a9ac5542991f9a20c55f || 5a79c2955542994f819ef097,test:9 || train:23 || valid:10
aa706779b7ce278da16a0a85f8ce9b62bb19652f5f736f892d7cccf3d1df1b77,6a872c956b30223876b53803483cad4b09a244caa0dfb20c4a0d40fa7bd8d9fa,doc,42,94,Family (biology),5a82a1ae55429954d2e2eb89 || 5a8637415542994775f60724 || 5a884adb5542996e4f308938,test:7 || train:29 || valid:6
05abc72993dbc2340099fdaec205c86bd04a1504b8c3350b35eb7088b3b1899e,dec1f125641a29d7efbfe9b1a2501d600c1d14559b6c902973d19f8170e01773,doc,42,215,Action film,5a7172105542994082a3e837 || 5a73b2fd55429978a71e907f || 5a74bc1555429929fddd84dd,test:3 || train:31 || valid:8
1e83e45681c80a810145246494d0a1b5572666d406425a021dd36340fc0cd2f9,1a9e7e28c0daace30d77fe1794fda6afe606a94e343e0fc7ae85887ad7b47104,doc,41,76,Federal Aviation Administration,5a83f07455429933447460be || 5a87c0945542996e4f30890b || 5a87ef2f55429938390d3eb9,test:12 || train:28 || valid:1
3520cdfcb6f1133aff80ac432b407805a61c01cd9e0c9aa9d78c82b33a9afa9f,6c1aeca45c9bfb36c3105d5d1f3434ffc493e15f963623b9e80e8fd71742c577,doc,41,124,Chicago,5a7a6ee75542996c55b2ddac || 5a7ba83f5542995eb53be981 || 5a7ca4485542990527d554f1,test:8 || train:27 || valid:6
fc1b8e14abbaf5e3378a777a1bc158a24816dd7f69650f1bbc22215b496ac966,a3cb11d8127589e4c21295b88d7201e9c9801ace5f687d6da085306b98a97b3a,doc,41,169,Denmark,5a70f9335542994082a3e46a || 5a773ec45542994aec3b7245 || 5a78ce5d55429974737f78ac,test:6 || train:27 || valid:8
98db260872b8dd0f2218f11b6f569c679756176fbad2fd14f936238a19e96e29,457f688803eeba7da18362b313121f4711784e110fb41d4e1319af67eeff624d,doc,40,137,Manhattan,5a711ef85542994082a3e5ac || 5a7322a25542991f9a20c634 || 5a7716ee55429937353601cc,test:5 || train:28 || valid:7
d7eea7f778b7e7c24192012fa397afaffed5120a1ec4ec0b895f72c2e7d12d08,551ff3cbd136cb1abf59c974aa5758b7168535f6230272f7bd0e88c4b1671132,doc,40,42,Order of the British Empire,5a734a205542992359bc32e2 || 5a79c1335542994bb9457066 || 5a7e02b75542997cc2c474f3,test:2 || train:32 || valid:6
33f904fa003e9e19816a3c3af6eb28b9a3d2a0d5ae41647d27469ea5cca21aa0,a50657cc4e3635b21b02de84520010a6dd4d366dcadcdd92e8e635ba35265867,doc,40,38,Switzerland,5a7455eb55429979e2882908 || 5a78cc7c55429974737f789f || 5a7a6ee75542996c55b2ddac,test:6 || train:29 || valid:5
c6a64b7aa566e239480629d7a89b86182e12469c0b1510def992ed4e2a29aae9,261d977ca25fe841431656fe02412fb45ecb609d9555222e4fa4a4bbe301a420,doc,39,154,Major League Baseball,5a732aaa5542992359bc325a || 5a764c0b55429976ec32bd89 || 5a79186f55429907847277af,test:5 || train:26 || valid:8
af1cdc8f3a2bf61a58498c78d9cdd4ec26ab1d02549ae9ce8e3b828dd070b551,59b8b7e5679411cf7cfb35620f9352c2c0d58138622a3b468e22d4ba514ebb1e,doc,39,155,Norway,5a70f6425542994082a3e44c || 5a7145d55542994082a3e73c || 5a7662745542992db9473786,test:3 || train:34 || valid:2
96c857a4dd8d5587eb3aeefbf80b95570f4ee5e5074010edc663a407aab21aac,a7efff49e581f598d49a0e80ae7300b17f523e460f39a16a604bd5ec5444c373,doc,39,130,Midfielder,5a758f775542992db9473682 || 5a7bacf35542997c3ec9724b || 5a7d07a455429907fabef0ae,test:7 || train:26 || valid:6
9876830db56d50666866c86604ccd844bb613b767a952800add7935343919452,0502bdf2a5fa7a4b3583ee1aeff58feb05395959e86ffe987e3a60e99a2f3320,doc,38,168,Austria,5a7455eb55429979e2882908 || 5a74f3f55542993748c8974b || 5a7643675542994ccc918747,test:3 || train:27 || valid:8
98e5bbacd1133993def30b56a115ae067476cc747bd962e27140a47a685a2ff8,455ed649a4baed1f14142808bce389b5a92053cb6c1931166c7aeba0b32c7730,doc,38,184,Netherlands,5a7183575542994082a3e85e || 5a7299465542992359bc3131 || 5a75d45f5542994ccc918630,test:5 || train:25 || valid:8
6b1be335e93443f90d030798e6c7078b82b2fcbb3830d8c72a74920a6f4df0cd,6982546af45e71db67354d2f619b9e307ffbaa97a88257b2ba3a0d10b7f0d7e7,doc,38,104,Texas,5a7634f155429976ec32bd6b || 5a764c0b55429976ec32bd89 || 5a79a26d554299029c4b5f63,test:8 || train:23 || valid:7
85e86bad019f42f2ece68ae05a4d83fcb72e3115abdca26803ff5fea71154a62,6a5a57c4640d33b4d78892079944b2defd218d0cb275ad750f834cddf1f7bfc0,doc,38,82,HBO,5a72f45a5542992359bc31e6 || 5a7320565542991f9a20c61d || 5a738fe855429908901be2fb,test:5 || train:28 || valid:5
9744c2f195759052fadb73d9f964b9bad5122879ca7ca80fefff7665453ed4d5,ea541c5a62e1c776e2e0efc3140945cab0a15ef2ecf63b874af3ac7fc6f678dc,doc,38,162,UK Singles Chart,5a722b8655429971e9dc9329 || 5a78cc7c55429974737f789f || 5a793d335542994bb9456fca,test:2 || train:28 || valid:8
e0793b920f0e3037356fb78a6ab613f87259744f212a831b1d482d348559d9d7,cf352df3e7f61d193523b31853e703b3c1260dab137952872b0f6796366a048f,doc,37,151,New Jersey,5a734e6d5542994cef4bc528 || 5a769b0d5542993569682c50 || 5a76fe7b5542994aec3b71b2,test:7 || train:26 || valid:4
04c1f3c5f1f8dd287352f03de48e57dbedbf1ebc1e8509c6845435602d6fcadc,dbfe3f5a6ec1c0ae52b58f83ea8d226444af1ca5c5c398ab827a8afa34cc410c,doc,37,33,Adventure film,5a752fb75542993748c897df || 5a79d8ec5542996c55b2dc7e || 5a7a4f335542990198eaf11e,test:2 || train:30 || valid:5
b9a31ba5f18c510243e14681c7e178f8821474d0295c3cdf131ff9e653ccce30,2300b1851530fa543c9aec2e469786abf2136422e49f8258307573c9f48273c7,doc,36,59,Spanish language,5a7100435542994082a3e4a3 || 5a72c9e85542991f9a20c595 || 5a735e9155429901807db00d,test:4 || train:27 || valid:5
d16c5b61eb31ab39f2afb8110a1fffad562375f3792c57cece7642dec6f2ae37,61cc5b09aa7e2b16ad4f8b6a675855e6f3ab7facf664c42b36c0ed197c5df716,doc,36,107,Ice hockey,5a790d9855429974737f7954 || 5a7ce100554299683c1c63b5 || 5a824e0b554299676cceb254,test:5 || train:26 || valid:5
5a60a065d59bff741411086869f5869d8eef88e8dc292e7002ee485a55dcd1c2,dd663efb67415c41875531b26cefa28cadc2ceaed3c68f71006b8e9bdb773ea3,doc,36,202,Spain,5a713ea95542994082a3e6e4 || 5a77309d55429972597f1487 || 5a7759fc5542993569682d60,test:3 || train:22 || valid:11
66d53c1fa4fd7e828d2c9a87f4e40f551fff4d1707ac575ba6a5521e953b90b8,1efbd00aa75746ca1d824d81fd03829dc083bc6d678a8c27e2470c64147468bd,doc,35,67,President of the United States,5a7252db5542990c210a4104 || 5a72a6d855429901807daf27 || 5a74d4f355429974ef308c79,test:6 || train:28 || valid:1
494bcdbe05eb4d6168bd41c1b34b46607d23ea422c89bbf3e4a190562db08829,90dd1165597566d5f5118266dbf44a92e0f531014dbfe951f1665f31e10941d9,doc,35,124,Punk rock,5a76394c5542994ccc918725 || 5a77d4eb55429949eeb29f74 || 5a7982435542994bb945701f,test:4 || train:26 || valid:5
ae825fa0d98d51abaa13113fcbc065ce83765902d6837c11b51fb711cbc436d7,25859effdb56328d7fd0c84a7230765fe752a957c9555dfe4c80a4fd5cac0d89,doc,34,39,"Washington, D.C.",5a711ef85542994082a3e5ac || 5a721d5a55429971e9dc9283 || 5a74b4e555429929fddd84c2,test:1 || train:29 || valid:4
