reranker_label,reranker_variant_id,selection_key,method_name,policy,target_k,metric,point,ci_low,ci_high,bootstrap_iters
lr_all,logistic_regression_balanced/all/blend1.00,top5/logistic_regression/v3_all/identity::balanced,top5/logistic_regression/v3_all/identity,balanced,5,retrieval_rate,0.0,0.0,0.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,coverage,0.8255395683453237,0.802158273381295,0.8480215827338129,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,selective_accuracy,0.8769063180827886,0.8569879922550826,0.898058319677178,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,insufficient_answer_rate,0.4448818897637795,0.3849220164866046,0.5063160972556254,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,sufficient_abstain_rate,0.06177156177156177,0.04659020033430632,0.07932692307692307,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/platt::retrieve_more_balanced,top20/logistic_regression/v3_all/platt,retrieve_more_balanced,20,retrieval_rate,1.0,1.0,1.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/identity::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/identity,retrieve_more_risk_control@suff_abstain15,20,coverage,0.7149280575539568,0.6888489208633094,0.7392311151079136,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/identity::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/identity,retrieve_more_risk_control@suff_abstain15,20,selective_accuracy,0.9144654088050315,0.8932611753245785,0.9329963641839177,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/identity::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/identity,retrieve_more_risk_control@suff_abstain15,20,insufficient_answer_rate,0.2677165354330709,0.21589111047180667,0.3225869951739903,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/identity::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/identity,retrieve_more_risk_control@suff_abstain15,20,sufficient_abstain_rate,0.15268065268065267,0.1289511356732058,0.17773099696460204,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/identity::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_all/identity,retrieve_more_risk_control@suff_abstain15,20,retrieval_rate,1.0,1.0,1.0,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/identity::retrieve_more@cov85,top20/logistic_regression/v3_all/identity,retrieve_more@cov85,20,coverage,0.8426258992805755,0.8192446043165468,0.862410071942446,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/identity::retrieve_more@cov85,top20/logistic_regression/v3_all/identity,retrieve_more@cov85,20,selective_accuracy,0.8708644610458911,0.849357508073197,0.891096827424678,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/identity::retrieve_more@cov85,top20/logistic_regression/v3_all/identity,retrieve_more@cov85,20,insufficient_answer_rate,0.4763779527559055,0.4122025145936237,0.5354481449953892,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/identity::retrieve_more@cov85,top20/logistic_regression/v3_all/identity,retrieve_more@cov85,20,sufficient_abstain_rate,0.04895104895104895,0.03440258272098787,0.06407472129668383,1000
lr_all,logistic_regression_balanced/all/blend1.00,top20/logistic_regression/v3_all/identity::retrieve_more@cov85,top20/logistic_regression/v3_all/identity,retrieve_more@cov85,20,retrieval_rate,1.0,1.0,1.0,1000
