selected,variant_id,estimator,feature_set,blend_alpha,train_top5_sufficient_rate,valid_top5_sufficient_rate,test_top5_sufficient_rate,valid_top10_sufficient_rate,test_top10_sufficient_rate,valid_top20_sufficient_rate,test_top20_sufficient_rate
0,random_forest_balanced/all/blend0.00,random_forest_balanced,all,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/all/blend0.25,random_forest_balanced,all,0.25,0.7540034728921474,0.5540540540540541,0.5899280575539568,0.6945945945945946,0.7194244604316546,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/all/blend0.50,random_forest_balanced,all,0.5,0.7644221493343624,0.6081081081081081,0.6312949640287769,0.7126126126126127,0.7338129496402878,0.7441441441441441,0.7715827338129496
0,random_forest_balanced/all/blend0.75,random_forest_balanced,all,0.75,0.7644221493343624,0.6324324324324324,0.6636690647482014,0.7189189189189189,0.7446043165467626,0.7441441441441441,0.7715827338129496
1,random_forest_balanced/all/blend1.00,random_forest_balanced,all,1.0,0.7644221493343624,0.6432432432432432,0.677158273381295,0.7216216216216216,0.7428057553956835,0.7441441441441441,0.7715827338129496
0,gradient_boosting/all/blend0.00,gradient_boosting,all,0.0,0.47520740883658114,0.44504504504504505,0.4694244604316547,0.6270270270270271,0.6636690647482014,0.7441441441441441,0.7715827338129496
0,gradient_boosting/all/blend0.25,gradient_boosting,all,0.25,0.5377194674898708,0.5009009009009009,0.5314748201438849,0.6747747747747748,0.7023381294964028,0.7441441441441441,0.7715827338129496
0,gradient_boosting/all/blend0.50,gradient_boosting,all,0.5,0.5927069264904495,0.5495495495495496,0.5872302158273381,0.6945945945945946,0.7221223021582733,0.7441441441441441,0.7715827338129496
0,gradient_boosting/all/blend0.75,gradient_boosting,all,0.75,0.6201041867644221,0.5954954954954955,0.6160071942446043,0.7117117117117117,0.7311151079136691,0.7441441441441441,0.7715827338129496
0,gradient_boosting/all/blend1.00,gradient_boosting,all,1.0,0.64885201620683,0.6270270270270271,0.64568345323741,0.7126126126126127,0.7392086330935251,0.7441441441441441,0.7715827338129496
