estimator,feature_set,feature,importance
random_forest_balanced,query_doc,text_query_overlap,0.09914993104829765
random_forest_balanced,query_doc,title_in_question,0.09391470537491678
random_forest_balanced,query_doc,score,0.08625792369860522
random_forest_balanced,query_doc,lexical_score,0.08457958630477846
random_forest_balanced,query_doc,title_query_overlap,0.04488162380106735
random_forest_balanced,query_doc,title_len,0.04093018934783397
random_forest_balanced,query_doc,is_linked,0.024804504407728103
random_forest_balanced,query_doc,is_firsthop,0.023932498415553338
random_forest_balanced,query_doc,question_in_title,0.0
random_forest_balanced,rank_score,reciprocal_rank,0.20483990510939465
random_forest_balanced,rank_score,rank,0.19505012634139046
random_forest_balanced,rank_score,score_ratio_to_top,0.1503772256240769
random_forest_balanced,rank_score,score,0.125710483976895
random_forest_balanced,rank_score,score_margin_to_top,0.1206632587339096
random_forest_balanced,rank_score,bridge_score,0.11738065510221837
random_forest_balanced,rank_score,sparse_score,0.0662320353576843
random_forest_balanced,rank_score,is_linked,0.010752630302683924
random_forest_balanced,rank_score,is_firsthop,0.00899367945174687
