variant_id,estimator,feature_set,blend_alpha,split,top_k,n,sufficient_count,sufficient_rate,mean_support_title_coverage
logistic_regression_balanced/rank_score/blend1.00,logistic_regression_balanced,rank_score,1.0,valid,10,1110,759,0.6837837837837838,0.7963963963963964
logistic_regression_balanced/rank_score/blend1.00,logistic_regression_balanced,rank_score,1.0,valid,20,1110,826,0.7441441441441441,0.8346846846846847
logistic_regression_balanced/rank_score/blend1.00,logistic_regression_balanced,rank_score,1.0,test,5,1112,633,0.5692446043165468,0.72931654676259
logistic_regression_balanced/rank_score/blend1.00,logistic_regression_balanced,rank_score,1.0,test,10,1112,794,0.7140287769784173,0.8165467625899281
logistic_regression_balanced/rank_score/blend1.00,logistic_regression_balanced,rank_score,1.0,test,20,1112,858,0.7715827338129496,0.8525179856115108
random_forest_balanced/rank_score/blend0.00,random_forest_balanced,rank_score,0.0,train,5,5183,2464,0.47540034728921476,0.6776963148755547
random_forest_balanced/rank_score/blend0.00,random_forest_balanced,rank_score,0.0,train,10,5183,3390,0.6540613544279374,0.7819795485240209
random_forest_balanced/rank_score/blend0.00,random_forest_balanced,rank_score,0.0,train,20,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend0.00,random_forest_balanced,rank_score,0.0,valid,5,1110,495,0.44594594594594594,0.6549549549549549
random_forest_balanced/rank_score/blend0.00,random_forest_balanced,rank_score,0.0,valid,10,1110,697,0.627927927927928,0.7657657657657657
random_forest_balanced/rank_score/blend0.00,random_forest_balanced,rank_score,0.0,valid,20,1110,826,0.7441441441441441,0.8346846846846847
random_forest_balanced/rank_score/blend0.00,random_forest_balanced,rank_score,0.0,test,5,1112,522,0.4694244604316547,0.6672661870503597
random_forest_balanced/rank_score/blend0.00,random_forest_balanced,rank_score,0.0,test,10,1112,739,0.664568345323741,0.7846223021582733
random_forest_balanced/rank_score/blend0.00,random_forest_balanced,rank_score,0.0,test,20,1112,858,0.7715827338129496,0.8525179856115108
random_forest_balanced/rank_score/blend0.25,random_forest_balanced,rank_score,0.25,train,5,5183,3842,0.7412695350183292,0.8386069843719853
random_forest_balanced/rank_score/blend0.25,random_forest_balanced,rank_score,0.25,train,10,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend0.25,random_forest_balanced,rank_score,0.25,train,20,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend0.25,random_forest_balanced,rank_score,0.25,valid,5,1110,539,0.48558558558558557,0.6761261261261261
random_forest_balanced/rank_score/blend0.25,random_forest_balanced,rank_score,0.25,valid,10,1110,722,0.6504504504504505,0.7765765765765765
random_forest_balanced/rank_score/blend0.25,random_forest_balanced,rank_score,0.25,valid,20,1110,826,0.7441441441441441,0.8346846846846847
random_forest_balanced/rank_score/blend0.25,random_forest_balanced,rank_score,0.25,test,5,1112,551,0.49550359712230213,0.6816546762589928
random_forest_balanced/rank_score/blend0.25,random_forest_balanced,rank_score,0.25,test,10,1112,753,0.677158273381295,0.7945143884892086
random_forest_balanced/rank_score/blend0.25,random_forest_balanced,rank_score,0.25,test,20,1112,858,0.7715827338129496,0.8525179856115108
random_forest_balanced/rank_score/blend0.50,random_forest_balanced,rank_score,0.5,train,5,5183,3961,0.7642292108817287,0.8524985529616053
random_forest_balanced/rank_score/blend0.50,random_forest_balanced,rank_score,0.5,train,10,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend0.50,random_forest_balanced,rank_score,0.5,train,20,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend0.50,random_forest_balanced,rank_score,0.5,valid,5,1110,564,0.5081081081081081,0.69009009009009
random_forest_balanced/rank_score/blend0.50,random_forest_balanced,rank_score,0.5,valid,10,1110,733,0.6603603603603604,0.7828828828828829
random_forest_balanced/rank_score/blend0.50,random_forest_balanced,rank_score,0.5,valid,20,1110,826,0.7441441441441441,0.8346846846846847
random_forest_balanced/rank_score/blend0.50,random_forest_balanced,rank_score,0.5,test,5,1112,580,0.5215827338129496,0.7009892086330936
random_forest_balanced/rank_score/blend0.50,random_forest_balanced,rank_score,0.5,test,10,1112,764,0.6870503597122302,0.799910071942446
random_forest_balanced/rank_score/blend0.50,random_forest_balanced,rank_score,0.5,test,20,1112,858,0.7715827338129496,0.8525179856115108
random_forest_balanced/rank_score/blend0.75,random_forest_balanced,rank_score,0.75,train,5,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend0.75,random_forest_balanced,rank_score,0.75,train,10,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend0.75,random_forest_balanced,rank_score,0.75,train,20,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend0.75,random_forest_balanced,rank_score,0.75,valid,5,1110,575,0.5180180180180181,0.6932432432432433
random_forest_balanced/rank_score/blend0.75,random_forest_balanced,rank_score,0.75,valid,10,1110,743,0.6693693693693694,0.7869369369369369
random_forest_balanced/rank_score/blend0.75,random_forest_balanced,rank_score,0.75,valid,20,1110,826,0.7441441441441441,0.8346846846846847
random_forest_balanced/rank_score/blend0.75,random_forest_balanced,rank_score,0.75,test,5,1112,586,0.5269784172661871,0.7054856115107914
random_forest_balanced/rank_score/blend0.75,random_forest_balanced,rank_score,0.75,test,10,1112,776,0.697841726618705,0.8039568345323741
random_forest_balanced/rank_score/blend0.75,random_forest_balanced,rank_score,0.75,test,20,1112,858,0.7715827338129496,0.8525179856115108
random_forest_balanced/rank_score/blend1.00,random_forest_balanced,rank_score,1.0,train,5,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend1.00,random_forest_balanced,rank_score,1.0,train,10,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend1.00,random_forest_balanced,rank_score,1.0,train,20,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/rank_score/blend1.00,random_forest_balanced,rank_score,1.0,valid,5,1110,571,0.5144144144144144,0.6927927927927928
random_forest_balanced/rank_score/blend1.00,random_forest_balanced,rank_score,1.0,valid,10,1110,737,0.663963963963964,0.7846846846846847
random_forest_balanced/rank_score/blend1.00,random_forest_balanced,rank_score,1.0,valid,20,1110,826,0.7441441441441441,0.8346846846846847
random_forest_balanced/rank_score/blend1.00,random_forest_balanced,rank_score,1.0,test,5,1112,571,0.5134892086330936,0.6973920863309353
random_forest_balanced/rank_score/blend1.00,random_forest_balanced,rank_score,1.0,test,10,1112,760,0.6834532374100719,0.7985611510791367
random_forest_balanced/rank_score/blend1.00,random_forest_balanced,rank_score,1.0,test,20,1112,858,0.7715827338129496,0.8525179856115108
gradient_boosting/rank_score/blend0.00,gradient_boosting,rank_score,0.0,train,5,5183,2464,0.47540034728921476,0.6776963148755547
gradient_boosting/rank_score/blend0.00,gradient_boosting,rank_score,0.0,train,10,5183,3390,0.6540613544279374,0.7819795485240209
gradient_boosting/rank_score/blend0.00,gradient_boosting,rank_score,0.0,train,20,5183,3962,0.7644221493343624,0.852595022187922
gradient_boosting/rank_score/blend0.00,gradient_boosting,rank_score,0.0,valid,5,1110,495,0.44594594594594594,0.6549549549549549
gradient_boosting/rank_score/blend0.00,gradient_boosting,rank_score,0.0,valid,10,1110,697,0.627927927927928,0.7657657657657657
gradient_boosting/rank_score/blend0.00,gradient_boosting,rank_score,0.0,valid,20,1110,826,0.7441441441441441,0.8346846846846847
gradient_boosting/rank_score/blend0.00,gradient_boosting,rank_score,0.0,test,5,1112,522,0.4694244604316547,0.6672661870503597
gradient_boosting/rank_score/blend0.00,gradient_boosting,rank_score,0.0,test,10,1112,739,0.664568345323741,0.7846223021582733
gradient_boosting/rank_score/blend0.00,gradient_boosting,rank_score,0.0,test,20,1112,858,0.7715827338129496,0.8525179856115108
gradient_boosting/rank_score/blend0.25,gradient_boosting,rank_score,0.25,train,5,5183,2525,0.48716959289986494,0.6847385683966815
gradient_boosting/rank_score/blend0.25,gradient_boosting,rank_score,0.25,train,10,5183,3444,0.6644800308701524,0.78834651746093
gradient_boosting/rank_score/blend0.25,gradient_boosting,rank_score,0.25,train,20,5183,3962,0.7644221493343624,0.852595022187922
gradient_boosting/rank_score/blend0.25,gradient_boosting,rank_score,0.25,valid,5,1110,508,0.45765765765765765,0.6617117117117117
gradient_boosting/rank_score/blend0.25,gradient_boosting,rank_score,0.25,valid,10,1110,707,0.636936936936937,0.7702702702702703
gradient_boosting/rank_score/blend0.25,gradient_boosting,rank_score,0.25,valid,20,1110,826,0.7441441441441441,0.8346846846846847
gradient_boosting/rank_score/blend0.25,gradient_boosting,rank_score,0.25,test,5,1112,527,0.4739208633093525,0.6704136690647482
gradient_boosting/rank_score/blend0.25,gradient_boosting,rank_score,0.25,test,10,1112,745,0.6699640287769785,0.7882194244604317
gradient_boosting/rank_score/blend0.25,gradient_boosting,rank_score,0.25,test,20,1112,858,0.7715827338129496,0.8525179856115108
gradient_boosting/rank_score/blend0.50,gradient_boosting,rank_score,0.5,train,5,5183,2671,0.515338606984372,0.7006559907389542
gradient_boosting/rank_score/blend0.50,gradient_boosting,rank_score,0.5,train,10,5183,3511,0.6774069071966042,0.7959675863399576
gradient_boosting/rank_score/blend0.50,gradient_boosting,rank_score,0.5,train,20,5183,3962,0.7644221493343624,0.852595022187922
gradient_boosting/rank_score/blend0.50,gradient_boosting,rank_score,0.5,valid,5,1110,533,0.48018018018018016,0.6756756756756757
gradient_boosting/rank_score/blend0.50,gradient_boosting,rank_score,0.5,valid,10,1110,729,0.6567567567567567,0.781981981981982
gradient_boosting/rank_score/blend0.50,gradient_boosting,rank_score,0.5,valid,20,1110,826,0.7441441441441441,0.8346846846846847
gradient_boosting/rank_score/blend0.50,gradient_boosting,rank_score,0.5,test,5,1112,564,0.5071942446043165,0.689748201438849
gradient_boosting/rank_score/blend0.50,gradient_boosting,rank_score,0.5,test,10,1112,754,0.6780575539568345,0.7940647482014388
gradient_boosting/rank_score/blend0.50,gradient_boosting,rank_score,0.5,test,20,1112,858,0.7715827338129496,0.8525179856115108
gradient_boosting/rank_score/blend0.75,gradient_boosting,rank_score,0.75,train,5,5183,2801,0.5404206058267412,0.7157051900443758
gradient_boosting/rank_score/blend0.75,gradient_boosting,rank_score,0.75,train,10,5183,3587,0.6920702295967587,0.8052286320663709
gradient_boosting/rank_score/blend0.75,gradient_boosting,rank_score,0.75,train,20,5183,3962,0.7644221493343624,0.852595022187922
gradient_boosting/rank_score/blend0.75,gradient_boosting,rank_score,0.75,valid,5,1110,565,0.509009009009009,0.6914414414414415
gradient_boosting/rank_score/blend0.75,gradient_boosting,rank_score,0.75,valid,10,1110,747,0.672972972972973,0.7918918918918919
gradient_boosting/rank_score/blend0.75,gradient_boosting,rank_score,0.75,valid,20,1110,826,0.7441441441441441,0.8346846846846847
gradient_boosting/rank_score/blend0.75,gradient_boosting,rank_score,0.75,test,5,1112,586,0.5269784172661871,0.7036870503597122
gradient_boosting/rank_score/blend0.75,gradient_boosting,rank_score,0.75,test,10,1112,779,0.7005395683453237,0.8071043165467626
gradient_boosting/rank_score/blend0.75,gradient_boosting,rank_score,0.75,test,20,1112,858,0.7715827338129496,0.8525179856115108
gradient_boosting/rank_score/blend1.00,gradient_boosting,rank_score,1.0,train,5,5183,2952,0.5695543121744163,0.7319120200655991
gradient_boosting/rank_score/blend1.00,gradient_boosting,rank_score,1.0,train,10,5183,3673,0.7086629365232491,0.8152614316033185
gradient_boosting/rank_score/blend1.00,gradient_boosting,rank_score,1.0,train,20,5183,3962,0.7644221493343624,0.852595022187922
gradient_boosting/rank_score/blend1.00,gradient_boosting,rank_score,1.0,valid,5,1110,607,0.5468468468468468,0.713963963963964
gradient_boosting/rank_score/blend1.00,gradient_boosting,rank_score,1.0,valid,10,1110,756,0.6810810810810811,0.7959459459459459
gradient_boosting/rank_score/blend1.00,gradient_boosting,rank_score,1.0,valid,20,1110,826,0.7441441441441441,0.8346846846846847
gradient_boosting/rank_score/blend1.00,gradient_boosting,rank_score,1.0,test,5,1112,625,0.5620503597122302,0.7275179856115108
gradient_boosting/rank_score/blend1.00,gradient_boosting,rank_score,1.0,test,10,1112,793,0.7131294964028777,0.814748201438849
gradient_boosting/rank_score/blend1.00,gradient_boosting,rank_score,1.0,test,20,1112,858,0.7715827338129496,0.8525179856115108
logistic_regression_balanced/query_doc/blend0.00,logistic_regression_balanced,query_doc,0.0,train,5,5183,2464,0.47540034728921476,0.6776963148755547
logistic_regression_balanced/query_doc/blend0.00,logistic_regression_balanced,query_doc,0.0,train,10,5183,3390,0.6540613544279374,0.7819795485240209
logistic_regression_balanced/query_doc/blend0.00,logistic_regression_balanced,query_doc,0.0,train,20,5183,3962,0.7644221493343624,0.852595022187922
logistic_regression_balanced/query_doc/blend0.00,logistic_regression_balanced,query_doc,0.0,valid,5,1110,495,0.44594594594594594,0.6549549549549549
logistic_regression_balanced/query_doc/blend0.00,logistic_regression_balanced,query_doc,0.0,valid,10,1110,697,0.627927927927928,0.7657657657657657
logistic_regression_balanced/query_doc/blend0.00,logistic_regression_balanced,query_doc,0.0,valid,20,1110,826,0.7441441441441441,0.8346846846846847
logistic_regression_balanced/query_doc/blend0.00,logistic_regression_balanced,query_doc,0.0,test,5,1112,522,0.4694244604316547,0.6672661870503597
logistic_regression_balanced/query_doc/blend0.00,logistic_regression_balanced,query_doc,0.0,test,10,1112,739,0.664568345323741,0.7846223021582733
logistic_regression_balanced/query_doc/blend0.00,logistic_regression_balanced,query_doc,0.0,test,20,1112,858,0.7715827338129496,0.8525179856115108
logistic_regression_balanced/query_doc/blend0.25,logistic_regression_balanced,query_doc,0.25,train,5,5183,2905,0.5604862049006367,0.7283426586918773
logistic_regression_balanced/query_doc/blend0.25,logistic_regression_balanced,query_doc,0.25,train,10,5183,3703,0.7144510901022574,0.8183484468454563
logistic_regression_balanced/query_doc/blend0.25,logistic_regression_balanced,query_doc,0.25,train,20,5183,3962,0.7644221493343624,0.852595022187922
logistic_regression_balanced/query_doc/blend0.25,logistic_regression_balanced,query_doc,0.25,valid,5,1110,585,0.527027027027027,0.7076576576576576
logistic_regression_balanced/query_doc/blend0.25,logistic_regression_balanced,query_doc,0.25,valid,10,1110,770,0.6936936936936937,0.8031531531531532
logistic_regression_balanced/query_doc/blend0.25,logistic_regression_balanced,query_doc,0.25,valid,20,1110,826,0.7441441441441441,0.8346846846846847
logistic_regression_balanced/query_doc/blend0.25,logistic_regression_balanced,query_doc,0.25,test,5,1112,615,0.5530575539568345,0.7225719424460432
logistic_regression_balanced/query_doc/blend0.25,logistic_regression_balanced,query_doc,0.25,test,10,1112,795,0.7149280575539568,0.8165467625899281
logistic_regression_balanced/query_doc/blend0.25,logistic_regression_balanced,query_doc,0.25,test,20,1112,858,0.7715827338129496,0.8525179856115108
logistic_regression_balanced/query_doc/blend0.50,logistic_regression_balanced,query_doc,0.5,train,5,5183,3117,0.601389156858962,0.7531352498552961
logistic_regression_balanced/query_doc/blend0.50,logistic_regression_balanced,query_doc,0.5,train,10,5183,3765,0.7264132741655412,0.8259695157244838
logistic_regression_balanced/query_doc/blend0.50,logistic_regression_balanced,query_doc,0.5,train,20,5183,3962,0.7644221493343624,0.852595022187922
logistic_regression_balanced/query_doc/blend0.50,logistic_regression_balanced,query_doc,0.5,valid,5,1110,635,0.5720720720720721,0.7337837837837838
logistic_regression_balanced/query_doc/blend0.50,logistic_regression_balanced,query_doc,0.5,valid,10,1110,781,0.7036036036036036,0.8108108108108109
logistic_regression_balanced/query_doc/blend0.50,logistic_regression_balanced,query_doc,0.5,valid,20,1110,826,0.7441441441441441,0.8346846846846847
logistic_regression_balanced/query_doc/blend0.50,logistic_regression_balanced,query_doc,0.5,test,5,1112,651,0.585431654676259,0.7423561151079137
logistic_regression_balanced/query_doc/blend0.50,logistic_regression_balanced,query_doc,0.5,test,10,1112,811,0.72931654676259,0.8241906474820144
logistic_regression_balanced/query_doc/blend0.50,logistic_regression_balanced,query_doc,0.5,test,20,1112,858,0.7715827338129496,0.8525179856115108
logistic_regression_balanced/query_doc/blend0.75,logistic_regression_balanced,query_doc,0.75,train,5,5183,3194,0.6162454177117499,0.7614316033185414
logistic_regression_balanced/query_doc/blend0.75,logistic_regression_balanced,query_doc,0.75,train,10,5183,3776,0.7285355971445109,0.8276094925718696
logistic_regression_balanced/query_doc/blend0.75,logistic_regression_balanced,query_doc,0.75,train,20,5183,3962,0.7644221493343624,0.852595022187922
logistic_regression_balanced/query_doc/blend0.75,logistic_regression_balanced,query_doc,0.75,valid,5,1110,658,0.5927927927927928,0.7454954954954955
logistic_regression_balanced/query_doc/blend0.75,logistic_regression_balanced,query_doc,0.75,valid,10,1110,789,0.7108108108108108,0.8148648648648649
logistic_regression_balanced/query_doc/blend0.75,logistic_regression_balanced,query_doc,0.75,valid,20,1110,826,0.7441441441441441,0.8346846846846847
logistic_regression_balanced/query_doc/blend0.75,logistic_regression_balanced,query_doc,0.75,test,5,1112,671,0.6034172661870504,0.7526978417266187
logistic_regression_balanced/query_doc/blend0.75,logistic_regression_balanced,query_doc,0.75,test,10,1112,812,0.7302158273381295,0.825089928057554
logistic_regression_balanced/query_doc/blend0.75,logistic_regression_balanced,query_doc,0.75,test,20,1112,858,0.7715827338129496,0.8525179856115108
logistic_regression_balanced/query_doc/blend1.00,logistic_regression_balanced,query_doc,1.0,train,5,5183,3239,0.6249276480802624,0.7658691877291144
logistic_regression_balanced/query_doc/blend1.00,logistic_regression_balanced,query_doc,1.0,train,10,5183,3780,0.7293073509550453,0.8283812463824041
logistic_regression_balanced/query_doc/blend1.00,logistic_regression_balanced,query_doc,1.0,train,20,5183,3962,0.7644221493343624,0.852595022187922
logistic_regression_balanced/query_doc/blend1.00,logistic_regression_balanced,query_doc,1.0,valid,5,1110,668,0.6018018018018018,0.7522522522522522
logistic_regression_balanced/query_doc/blend1.00,logistic_regression_balanced,query_doc,1.0,valid,10,1110,786,0.7081081081081081,0.813963963963964
logistic_regression_balanced/query_doc/blend1.00,logistic_regression_balanced,query_doc,1.0,valid,20,1110,826,0.7441441441441441,0.8346846846846847
logistic_regression_balanced/query_doc/blend1.00,logistic_regression_balanced,query_doc,1.0,test,5,1112,684,0.6151079136690647,0.7589928057553957
logistic_regression_balanced/query_doc/blend1.00,logistic_regression_balanced,query_doc,1.0,test,10,1112,813,0.7311151079136691,0.8268884892086331
logistic_regression_balanced/query_doc/blend1.00,logistic_regression_balanced,query_doc,1.0,test,20,1112,858,0.7715827338129496,0.8525179856115108
random_forest_balanced/query_doc/blend0.00,random_forest_balanced,query_doc,0.0,train,5,5183,2464,0.47540034728921476,0.6776963148755547
random_forest_balanced/query_doc/blend0.00,random_forest_balanced,query_doc,0.0,train,10,5183,3390,0.6540613544279374,0.7819795485240209
random_forest_balanced/query_doc/blend0.00,random_forest_balanced,query_doc,0.0,train,20,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/query_doc/blend0.00,random_forest_balanced,query_doc,0.0,valid,5,1110,495,0.44594594594594594,0.6549549549549549
random_forest_balanced/query_doc/blend0.00,random_forest_balanced,query_doc,0.0,valid,10,1110,697,0.627927927927928,0.7657657657657657
random_forest_balanced/query_doc/blend0.00,random_forest_balanced,query_doc,0.0,valid,20,1110,826,0.7441441441441441,0.8346846846846847
random_forest_balanced/query_doc/blend0.00,random_forest_balanced,query_doc,0.0,test,5,1112,522,0.4694244604316547,0.6672661870503597
random_forest_balanced/query_doc/blend0.00,random_forest_balanced,query_doc,0.0,test,10,1112,739,0.664568345323741,0.7846223021582733
random_forest_balanced/query_doc/blend0.00,random_forest_balanced,query_doc,0.0,test,20,1112,858,0.7715827338129496,0.8525179856115108
random_forest_balanced/query_doc/blend0.25,random_forest_balanced,query_doc,0.25,train,5,5183,3836,0.7401119043025275,0.8375458228825005
random_forest_balanced/query_doc/blend0.25,random_forest_balanced,query_doc,0.25,train,10,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/query_doc/blend0.25,random_forest_balanced,query_doc,0.25,train,20,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/query_doc/blend0.25,random_forest_balanced,query_doc,0.25,valid,5,1110,618,0.5567567567567567,0.7225225225225225
random_forest_balanced/query_doc/blend0.25,random_forest_balanced,query_doc,0.25,valid,10,1110,768,0.6918918918918919,0.8031531531531532
random_forest_balanced/query_doc/blend0.25,random_forest_balanced,query_doc,0.25,valid,20,1110,826,0.7441441441441441,0.8346846846846847
random_forest_balanced/query_doc/blend0.25,random_forest_balanced,query_doc,0.25,test,5,1112,655,0.5890287769784173,0.739658273381295
random_forest_balanced/query_doc/blend0.25,random_forest_balanced,query_doc,0.25,test,10,1112,796,0.7158273381294964,0.814748201438849
random_forest_balanced/query_doc/blend0.25,random_forest_balanced,query_doc,0.25,test,20,1112,858,0.7715827338129496,0.8525179856115108
random_forest_balanced/query_doc/blend0.50,random_forest_balanced,query_doc,0.5,train,5,5183,3960,0.7640362724290951,0.8524020837352885
random_forest_balanced/query_doc/blend0.50,random_forest_balanced,query_doc,0.5,train,10,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/query_doc/blend0.50,random_forest_balanced,query_doc,0.5,train,20,5183,3962,0.7644221493343624,0.852595022187922
random_forest_balanced/query_doc/blend0.50,random_forest_balanced,query_doc,0.5,valid,5,1110,661,0.5954954954954955,0.7436936936936936
random_forest_balanced/query_doc/blend0.50,random_forest_balanced,query_doc,0.5,valid,10,1110,782,0.7045045045045045,0.809009009009009
