method,link_alpha,link_position_penalty,split,top_k,n,sufficient_count,insufficient_count,sufficient_rate,answer_present_in_returned_docs_rate,mean_support_title_coverage,mean_linked_doc_count_topk,questions_with_no_hits
link_bridge_a1p15_p0p03,1.15,0.03,train,5,5,0,5,0.0,0.0,0.0,0.4,0
link_bridge_a1p15_p0p03,1.15,0.03,train,10,5,0,5,0.0,0.0,0.0,0.4,0
link_bridge_a1p15_p0p03,1.15,0.03,valid,5,5,0,5,0.0,0.0,0.0,0.2,0
link_bridge_a1p15_p0p03,1.15,0.03,valid,10,5,0,5,0.0,0.0,0.0,0.2,0
link_bridge_a1p15_p0p03,1.15,0.03,test,5,5,0,5,0.0,0.0,0.0,0.2,0
link_bridge_a1p15_p0p03,1.15,0.03,test,10,5,0,5,0.0,0.0,0.0,0.2,0
link_bridge_a1p15_p0p03,1.15,0.03,all,5,15,0,15,0.0,0.0,0.0,0.26666666666666666,0
link_bridge_a1p15_p0p03,1.15,0.03,all,10,15,0,15,0.0,0.0,0.0,0.26666666666666666,0
link_bridge_a1p15_p0p06,1.15,0.06,train,5,5,0,5,0.0,0.0,0.0,0.4,0
link_bridge_a1p15_p0p06,1.15,0.06,train,10,5,0,5,0.0,0.0,0.0,0.4,0
link_bridge_a1p15_p0p06,1.15,0.06,valid,5,5,0,5,0.0,0.0,0.0,0.2,0
link_bridge_a1p15_p0p06,1.15,0.06,valid,10,5,0,5,0.0,0.0,0.0,0.2,0
link_bridge_a1p15_p0p06,1.15,0.06,test,5,5,0,5,0.0,0.0,0.0,0.2,0
link_bridge_a1p15_p0p06,1.15,0.06,test,10,5,0,5,0.0,0.0,0.0,0.2,0
link_bridge_a1p15_p0p06,1.15,0.06,all,5,15,0,15,0.0,0.0,0.0,0.26666666666666666,0
link_bridge_a1p15_p0p06,1.15,0.06,all,10,15,0,15,0.0,0.0,0.0,0.26666666666666666,0
